,timestamp,close,high,low,trade_count,open,volume,vwap
0,2022-01-03 05:00:00+00:00,182.01,182.88,177.71,772699,177.83,112486091,181.426035
1,2022-01-04 05:00:00+00:00,179.7,182.94,179.12,831898,182.64,106090378,180.522931
2,2022-01-05 05:00:00+00:00,174.92,180.17,174.64,848518,179.61,95142198,177.303173
3,2022-01-06 05:00:00+00:00,172.0,175.3,171.64,960344,172.7,103899632,173.013218
4,2022-01-07 05:00:00+00:00,172.17,174.14,171.03,715419,172.89,94554334,172.42386
5,2022-01-10 05:00:00+00:00,172.19,172.5,168.17,956342,169.08,117005143,170.416141
6,2022-01-11 05:00:00+00:00,175.08,175.18,170.82,649657,172.32,82100070,173.716365
7,2022-01-12 05:00:00+00:00,175.53,177.18,174.82,642760,176.12,79502421,175.820752
8,2022-01-13 05:00:00+00:00,172.19,176.62,171.79,692346,175.79,92057866,173.84549
9,2022-01-14 05:00:00+00:00,173.07,173.78,171.09,671723,171.34,87780214,172.408576
10,2022-01-18 05:00:00+00:00,169.8,172.54,169.405,780905,171.51,102183802,170.47907
11,2022-01-19 05:00:00+00:00,166.23,171.08,165.94,824027,170.0,101688620,168.188614
12,2022-01-20 05:00:00+00:00,164.51,169.68,164.18,795590,166.98,96630645,166.95013
13,2022-01-21 05:00:00+00:00,162.41,166.33,162.3,1076049,164.415,135494794,163.80471
14,2022-01-24 05:00:00+00:00,161.62,162.3,154.7,1632715,160.02,175317276,158.878514
15,2022-01-25 05:00:00+00:00,159.78,162.76,157.02,1008312,158.98,125389277,159.448219
16,2022-01-26 05:00:00+00:00,159.69,164.3894,157.82,1017760,163.5,116338085,161.325783
17,2022-01-27 05:00:00+00:00,159.22,163.84,158.28,1161009,162.45,127009128,161.233132
18,2022-01-28 05:00:00+00:00,170.33,170.35,162.8,1515438,165.71,189144340,167.426938
19,2022-01-31 05:00:00+00:00,174.78,175.0,169.51,933488,170.16,129780591,173.291919
20,2022-02-01 05:00:00+00:00,174.61,174.84,172.31,735253,174.01,93258667,173.765688
21,2022-02-02 05:00:00+00:00,175.84,175.88,173.33,676311,174.745,91306986,174.992988
22,2022-02-03 05:00:00+00:00,172.9,176.2399,172.12,724841,174.48,101382628,174.219507
23,2022-02-04 05:00:00+00:00,172.39,174.1,170.68,702279,171.68,88456689,172.314726
24,2022-02-07 05:00:00+00:00,171.66,173.9458,170.95,571413,172.86,83181695,172.394594
25,2022-02-08 05:00:00+00:00,174.83,175.35,171.43,634270,171.73,80979959,173.87015
26,2022-02-09 05:00:00+00:00,176.28,176.65,174.9,574000,176.05,78287149,175.867118
27,2022-02-10 05:00:00+00:00,172.12,175.48,171.55,761966,174.14,99694816,173.429712
28,2022-02-11 05:00:00+00:00,168.64,173.08,168.04,813527,172.33,106268657,170.105503
29,2022-02-14 05:00:00+00:00,168.88,169.58,166.56,757494,167.37,98885501,168.440931
30,2022-02-15 05:00:00+00:00,172.79,172.95,170.25,562857,170.97,71066887,171.750362
31,2022-02-16 05:00:00+00:00,172.55,173.34,170.05,543039,171.85,66147855,171.709159
32,2022-02-17 05:00:00+00:00,168.88,171.91,168.47,584120,171.03,78321659,170.051567
33,2022-02-18 05:00:00+00:00,167.3,170.5413,166.19,685816,169.82,92631965,167.836915
34,2022-02-22 05:00:00+00:00,164.32,166.69,162.15,897221,164.98,98811382,164.546116
35,2022-02-23 05:00:00+00:00,160.24,166.15,159.75,820316,165.54,98884474,162.003718
36,2022-02-24 05:00:00+00:00,162.51,162.85,152.0,1383832,152.58,155570846,158.231295
37,2022-02-25 05:00:00+00:00,164.85,165.12,160.8738,810830,163.84,97758401,163.8441
38,2022-02-28 05:00:00+00:00,165.12,165.42,162.43,791490,163.06,108908921,164.359978
39,2022-03-01 05:00:00+00:00,163.2,166.6,161.97,749658,164.695,90604732,164.09501
40,2022-03-02 05:00:00+00:00,166.56,167.36,162.95,668264,164.39,88692844,165.874038
41,2022-03-03 05:00:00+00:00,166.23,168.91,165.55,651766,168.47,82418843,166.885762
42,2022-03-04 05:00:00+00:00,163.17,165.55,162.1,742704,164.49,91169381,163.388073
43,2022-03-07 05:00:00+00:00,159.3,165.02,159.04,847060,163.36,107385155,161.228724
44,2022-03-08 05:00:00+00:00,157.44,162.88,155.8,1139156,158.82,140524583,158.695921
45,2022-03-09 05:00:00+00:00,162.95,163.41,159.41,733689,161.475,100505467,162.023601
46,2022-03-10 05:00:00+00:00,158.52,160.39,155.98,882864,160.2,114471979,158.079271
47,2022-03-11 05:00:00+00:00,154.73,159.28,154.5,877964,158.93,105127762,156.077568
48,2022-03-14 04:00:00+00:00,150.62,154.12,150.1,969361,151.45,118311989,151.605237
49,2022-03-15 04:00:00+00:00,155.09,155.57,150.38,719960,150.9,104410428,153.613036
50,2022-03-16 04:00:00+00:00,159.59,160.0,154.46,833070,157.05,112719986,157.813513
51,2022-03-17 04:00:00+00:00,160.62,161.0,157.63,629006,158.61,85152570,159.541565
52,2022-03-18 04:00:00+00:00,163.98,164.48,159.76,712906,160.51,159428842,162.652613
53,2022-03-21 04:00:00+00:00,165.38,166.35,163.015,721127,163.51,105787821,164.782739
54,2022-03-22 04:00:00+00:00,168.82,169.42,164.91,638945,165.51,89161727,168.261566
55,2022-03-23 04:00:00+00:00,170.21,172.64,167.65,784483,167.99,106073373,170.731656
56,2022-03-24 04:00:00+00:00,174.07,174.14,170.21,688104,171.06,97014668,172.379423
57,2022-03-25 04:00:00+00:00,174.72,175.28,172.75,662446,173.88,85692924,174.058724
58,2022-03-28 04:00:00+00:00,175.6,175.73,172.0,716110,172.17,97532618,174.405659
59,2022-03-29 04:00:00+00:00,178.96,179.01,176.34,775948,176.69,109295753,177.920254
60,2022-03-30 04:00:00+00:00,177.77,179.61,176.7,695867,178.55,100735340,178.099618
61,2022-03-31 04:00:00+00:00,174.61,178.03,174.4,716274,177.84,120024146,175.71811
62,2022-04-01 04:00:00+00:00,174.31,174.88,171.94,660449,174.03,85355694,173.481537
63,2022-04-04 04:00:00+00:00,178.44,178.49,174.44,630376,174.57,82875862,177.531492
64,2022-04-05 04:00:00+00:00,175.06,178.3,174.415,621543,177.5,79568643,175.933408
65,2022-04-06 04:00:00+00:00,171.83,173.63,170.13,769486,172.36,90320928,171.793593
66,2022-04-07 04:00:00+00:00,172.14,173.36,169.85,628353,171.16,78193123,171.799401
67,2022-04-08 04:00:00+00:00,170.09,171.78,169.2,613778,171.78,82763655,170.493951
68,2022-04-11 04:00:00+00:00,165.75,169.03,165.5,677211,168.71,73137070,166.717253
69,2022-04-12 04:00:00+00:00,167.66,169.87,166.64,678463,168.02,83662778,168.071923
70,2022-04-13 04:00:00+00:00,170.4,171.04,166.77,558074,167.39,76146104,169.71157
71,2022-04-14 04:00:00+00:00,165.29,171.27,165.04,596851,170.62,84603285,167.149934
72,2022-04-18 04:00:00+00:00,165.07,166.5984,163.57,576793,163.92,74493604,164.91867
73,2022-04-19 04:00:00+00:00,167.4,167.82,163.91,548308,165.02,75240221,166.611665
74,2022-04-20 04:00:00+00:00,167.23,168.88,166.1,595065,168.76,73954306,167.356179
75,2022-04-21 04:00:00+00:00,166.42,171.53,165.91,752019,168.91,93153701,168.665496
76,2022-04-22 04:00:00+00:00,161.79,167.8699,161.5,726743,166.46,93535037,164.025211
77,2022-04-25 04:00:00+00:00,162.88,163.17,158.46,925127,161.12,103208936,160.832761
78,2022-04-26 04:00:00+00:00,156.8,162.34,156.72,899968,162.25,103931474,158.497081
79,2022-04-27 04:00:00+00:00,156.57,159.79,155.38,777862,155.91,93914037,157.384199
80,2022-04-28 04:00:00+00:00,163.64,164.515,158.93,1126024,159.25,137705209,161.936261
81,2022-04-29 04:00:00+00:00,157.65,166.2,157.25,1028956,161.84,145654913,160.441682
82,2022-05-02 04:00:00+00:00,157.96,158.23,153.27,1154674,156.71,131337354,156.147238
83,2022-05-03 04:00:00+00:00,159.48,160.71,156.32,706628,158.15,93684416,158.825151
84,2022-05-04 04:00:00+00:00,166.02,166.48,159.26,873684,159.67,114719225,162.604376
85,2022-05-05 04:00:00+00:00,156.77,164.08,154.95,1164750,163.85,142675572,158.065137
86,2022-05-06 04:00:00+00:00,157.28,159.44,154.18,1021039,156.01,123877861,157.31888
87,2022-05-09 04:00:00+00:00,152.06,155.83,151.49,1103708,154.925,132603947,153.116291
88,2022-05-10 04:00:00+00:00,154.51,156.74,152.93,988259,155.52,124055409,154.823532
89,2022-05-11 04:00:00+00:00,146.5,155.45,145.81,1310801,153.5,151719835,149.297775
90,2022-05-12 04:00:00+00:00,142.56,146.2,138.8,1678459,142.77,192047663,142.092405
91,2022-05-13 04:00:00+00:00,147.11,148.105,143.11,917656,144.59,114797304,146.309022
92,2022-05-16 04:00:00+00:00,145.54,147.5199,144.18,699722,145.55,91824708,145.767539
93,2022-05-17 04:00:00+00:00,149.24,149.77,146.68,609265,148.86,79304491,148.44841
94,2022-05-18 04:00:00+00:00,140.82,147.3601,139.9,982291,146.85,121266806,142.545537
95,2022-05-19 04:00:00+00:00,137.35,141.66,136.6,1219749,139.88,142802096,138.625897
96,2022-05-20 04:00:00+00:00,137.59,140.7,132.61,1130085,139.09,147016057,136.497078
97,2022-05-23 04:00:00+00:00,143.11,143.26,137.65,851034,137.79,125077087,141.495018
98,2022-05-24 04:00:00+00:00,140.36,141.97,137.33,812518,140.805,109813351,139.466182
99,2022-05-25 04:00:00+00:00,140.52,141.785,138.34,688318,138.43,99358798,140.091373
100,2022-05-26 04:00:00+00:00,143.78,144.34,137.14,670655,137.39,99878236,142.461453
101,2022-05-27 04:00:00+00:00,149.64,149.68,145.26,682907,145.39,100950098,148.305357
102,2022-05-31 04:00:00+00:00,148.84,150.66,146.84,706655,149.07,121269886,149.065033
103,2022-06-01 04:00:00+00:00,148.71,151.74,147.68,629253,149.9,78943522,149.346163
104,2022-06-02 04:00:00+00:00,151.21,151.27,146.86,574554,147.83,78517901,149.637453
105,2022-06-03 04:00:00+00:00,145.38,147.97,144.46,758694,146.9,94319460,145.786501
106,2022-06-06 04:00:00+00:00,146.14,148.5689,144.9,605201,147.03,74857319,146.602516
107,2022-06-07 04:00:00+00:00,148.71,149.0,144.1,527362,144.345,73477251,147.607581
108,2022-06-08 04:00:00+00:00,147.96,149.8697,147.46,430177,148.58,58484475,148.568015
109,2022-06-09 04:00:00+00:00,142.64,147.95,142.53,558180,147.08,75612751,145.138585
110,2022-06-10 04:00:00+00:00,137.13,140.76,137.06,822114,140.28,101534275,138.099086
111,2022-06-13 04:00:00+00:00,131.88,135.2,131.44,1019934,132.87,135261516,133.018861
112,2022-06-14 04:00:00+00:00,132.76,133.89,131.48,674983,133.13,92179405,132.591017
113,2022-06-15 04:00:00+00:00,135.43,137.34,132.16,733277,134.29,101304819,134.69364
114,2022-06-16 04:00:00+00:00,130.06,132.39,129.04,909224,132.08,120184627,130.439721
115,2022-06-17 04:00:00+00:00,131.56,133.079,129.81,742332,130.065,168771047,131.375236
116,2022-06-21 04:00:00+00:00,135.87,137.06,133.32,604549,133.42,91630121,135.823653
117,2022-06-22 04:00:00+00:00,135.35,137.76,133.91,530528,134.79,80880070,135.805027
118,2022-06-23 04:00:00+00:00,138.27,138.59,135.63,554900,136.82,77932990,137.344816
119,2022-06-24 04:00:00+00:00,141.66,141.91,139.77,539341,139.9,110368722,140.977218
120,2022-06-27 04:00:00+00:00,141.66,143.49,140.965,516177,142.695,77728499,142.013896
121,2022-06-28 04:00:00+00:00,137.44,143.422,137.325,546242,142.13,76133876,139.181718
122,2022-06-29 04:00:00+00:00,139.23,140.67,136.67,572555,137.46,71179247,139.258562
123,2022-06-30 04:00:00+00:00,136.72,138.37,133.7737,710708,137.25,114697715,136.512279
124,2022-07-01 04:00:00+00:00,138.93,139.04,135.66,557437,136.04,77594243,137.584627
125,2022-07-05 04:00:00+00:00,141.56,141.61,136.93,601962,137.77,79904746,139.882049
126,2022-07-06 04:00:00+00:00,142.92,144.12,141.08,585626,141.355,78938366,142.571683
127,2022-07-07 04:00:00+00:00,146.35,146.55,143.28,539963,143.29,72731949,145.716973
128,2022-07-08 04:00:00+00:00,147.04,147.55,145.0,518941,145.265,68264699,146.651674
129,2022-07-11 04:00:00+00:00,144.87,146.64,143.78,496269,145.67,69704810,145.131711
130,2022-07-12 04:00:00+00:00,145.86,148.45,145.05,579533,145.76,84620032,146.716687
131,2022-07-13 04:00:00+00:00,145.49,146.45,142.1201,559359,142.99,77731553,145.200161
132,2022-07-14 04:00:00+00:00,148.47,148.95,143.25,614953,144.08,83018114,146.68506
133,2022-07-15 04:00:00+00:00,150.17,150.86,148.2,548571,149.78,86944893,149.582369
134,2022-07-18 04:00:00+00:00,147.07,151.57,146.7,620452,150.74,87239346,148.926132
135,2022-07-19 04:00:00+00:00,151.0,151.23,146.91,576472,147.92,93332247,149.870148
136,2022-07-20 04:00:00+00:00,153.04,153.72,150.37,523493,151.12,70872515,152.639969
137,2022-07-21 04:00:00+00:00,155.35,155.57,151.94,522806,154.5,70606217,154.426024
138,2022-07-22 04:00:00+00:00,154.09,156.28,153.41,526060,155.39,72318038,154.589058
139,2022-07-25 04:00:00+00:00,152.95,155.04,152.28,487394,154.01,57738116,153.284823
140,2022-07-26 04:00:00+00:00,151.6,153.085,150.8,472004,152.265,60764637,151.678861
141,2022-07-27 04:00:00+00:00,156.79,157.33,152.16,579183,152.58,89223566,155.395531
142,2022-07-28 04:00:00+00:00,157.35,157.64,154.41,738633,156.98,86806681,157.455468
143,2022-07-29 04:00:00+00:00,162.51,163.63,159.5,771584,161.24,114785404,162.264867
144,2022-08-01 04:00:00+00:00,161.51,163.59,160.89,594293,161.01,73670876,162.052548
145,2022-08-02 04:00:00+00:00,160.01,162.41,159.63,543551,160.1,63962594,160.648782
146,2022-08-03 04:00:00+00:00,166.13,166.59,160.75,682784,160.84,90300252,164.954917
147,2022-08-04 04:00:00+00:00,165.81,167.19,164.43,525014,166.005,59549979,165.611547
148,2022-08-05 04:00:00+00:00,165.35,165.85,163.0,489965,163.21,61905528,164.771478
149,2022-08-08 04:00:00+00:00,164.87,167.81,164.2,540019,166.37,63810659,165.852555
150,2022-08-09 04:00:00+00:00,164.92,165.82,163.25,480556,164.02,70056143,164.841046
151,2022-08-10 04:00:00+00:00,169.24,169.34,166.9,559791,167.68,77906820,168.425259
152,2022-08-11 04:00:00+00:00,168.49,170.99,168.19,507917,170.06,61943923,169.32967
153,2022-08-12 04:00:00+00:00,172.1,172.17,169.4,555307,169.82,75555239,171.165695
154,2022-08-15 04:00:00+00:00,173.19,173.39,171.345,501627,171.52,58741635,172.65325
155,2022-08-16 04:00:00+00:00,173.03,173.71,171.6618,515136,172.78,60575237,172.758231
156,2022-08-17 04:00:00+00:00,174.55,176.15,172.57,686579,172.77,84217231,174.311722
157,2022-08-18 04:00:00+00:00,174.15,174.9,173.12,545657,173.75,66756106,174.133304
158,2022-08-19 04:00:00+00:00,171.52,173.74,171.3101,570365,173.03,79638699,172.220258
159,2022-08-22 04:00:00+00:00,167.57,169.86,167.135,620803,169.69,76355924,168.226148
160,2022-08-23 04:00:00+00:00,167.23,168.71,166.65,494688,167.08,58090092,167.595006
161,2022-08-24 04:00:00+00:00,167.53,168.11,166.245,476972,167.32,58542963,167.326877
162,2022-08-25 04:00:00+00:00,170.03,170.14,168.35,465400,168.78,56573006,169.404095
163,2022-08-26 04:00:00+00:00,163.62,171.05,163.56,717946,170.57,90147274,165.733463
164,2022-08-29 04:00:00+00:00,161.38,162.9,159.82,640595,161.145,78255530,161.515075
165,2022-08-30 04:00:00+00:00,158.91,162.56,157.72,644674,162.13,82758508,159.292206
166,2022-08-31 04:00:00+00:00,157.22,160.58,157.14,606829,160.305,104165447,158.231459
167,2022-09-01 04:00:00+00:00,157.96,158.42,154.67,654669,156.64,79346064,156.605837
168,2022-09-02 04:00:00+00:00,155.81,160.362,154.965,644431,159.75,83452944,157.547326
169,2022-09-06 04:00:00+00:00,154.53,157.09,153.69,687438,156.47,78705759,154.995395
170,2022-09-07 04:00:00+00:00,155.96,156.67,153.61,696957,154.825,94015457,155.34156
171,2022-09-08 04:00:00+00:00,154.46,156.36,152.68,697267,154.64,91449721,154.399425
172,2022-09-09 04:00:00+00:00,157.37,157.82,154.75,531339,155.47,74228109,156.705343
173,2022-09-12 04:00:00+00:00,163.43,164.26,159.3,801514,159.59,112676884,162.51693
174,2022-09-13 04:00:00+00:00,153.84,160.54,153.37,1018113,159.9,135428401,155.970127
175,2022-09-14 04:00:00+00:00,155.31,157.1,153.6106,716068,154.785,95004894,155.260984
176,2022-09-15 04:00:00+00:00,152.37,155.24,151.38,741145,154.65,97514431,152.971372
177,2022-09-16 04:00:00+00:00,150.7,151.35,148.37,848159,151.21,218997344,150.388563
178,2022-09-19 04:00:00+00:00,154.48,154.56,149.1,671958,149.31,87533890,152.644283
179,2022-09-20 04:00:00+00:00,156.9,158.08,153.08,792173,153.4,113203270,156.154569
180,2022-09-21 04:00:00+00:00,153.72,158.74,153.6,785026,157.34,107498655,156.177322
181,2022-09-22 04:00:00+00:00,152.74,154.47,150.91,686881,152.38,92021722,152.576672
182,2022-09-23 04:00:00+00:00,150.43,151.47,148.56,764986,151.19,101813197,150.048471
183,2022-09-26 04:00:00+00:00,150.77,153.7701,149.64,747669,149.66,100616414,151.455989
184,2022-09-27 04:00:00+00:00,151.76,154.72,149.945,683779,152.74,91032702,152.114522
185,2022-09-28 04:00:00+00:00,149.84,150.6414,144.84,1142720,147.64,155823686,147.712842
186,2022-09-29 04:00:00+00:00,142.48,146.72,140.68,1067283,146.1,137415955,142.899605
187,2022-09-30 04:00:00+00:00,138.2,143.1,138.0,941473,141.28,141390692,140.146308
188,2022-10-03 04:00:00+00:00,142.45,143.07,137.685,838788,138.21,124534891,141.277718
189,2022-10-04 04:00:00+00:00,146.1,146.22,144.26,687507,145.03,96785630,145.53785
190,2022-10-05 04:00:00+00:00,146.4,147.38,143.01,605865,144.075,83933253,145.296388
191,2022-10-06 04:00:00+00:00,145.43,147.54,145.22,538674,145.81,72586982,146.039568
192,2022-10-07 04:00:00+00:00,140.09,143.1,139.445,664196,142.54,95901316,140.73248
193,2022-10-10 04:00:00+00:00,140.42,141.89,138.5729,620865,140.42,80719147,140.213099
194,2022-10-11 04:00:00+00:00,138.98,141.35,138.22,608886,139.9,82627051,139.507297
195,2022-10-12 04:00:00+00:00,138.34,140.36,138.16,553189,139.13,76229576,139.040251
196,2022-10-13 04:00:00+00:00,142.99,143.59,134.37,874141,134.99,121491577,139.922248
197,2022-10-14 04:00:00+00:00,138.38,144.52,138.19,686282,144.31,97254054,139.828437
198,2022-10-17 04:00:00+00:00,142.41,142.9,140.27,634586,141.065,94281241,141.980961
199,2022-10-18 04:00:00+00:00,143.75,146.7,140.61,785419,145.49,103909236,144.060847
200,2022-10-19 04:00:00+00:00,143.86,144.9492,141.5,511351,141.69,66281889,143.454052
201,2022-10-20 04:00:00+00:00,143.39,145.89,142.65,517762,143.02,70436249,144.134755
202,2022-10-21 04:00:00+00:00,147.27,147.8479,142.649,619853,142.87,97497286,145.502934
203,2022-10-24 04:00:00+00:00,149.45,150.23,146.0,653022,147.185,82543225,148.444708
204,2022-10-25 04:00:00+00:00,152.34,152.49,149.36,581424,150.09,82217447,151.502965
205,2022-10-26 04:00:00+00:00,149.35,151.99,148.04,694798,150.96,96231685,150.001469
206,2022-10-27 04:00:00+00:00,144.8,149.046,144.13,944056,148.07,116248070,145.297612
207,2022-10-28 04:00:00+00:00,155.74,157.5,147.82,1225718,148.2,174641131,154.609311
208,2022-10-31 04:00:00+00:00,153.34,154.24,151.92,726847,153.155,110376310,153.284705
209,2022-11-01 04:00:00+00:00,150.65,155.45,149.13,650597,155.08,85451780,150.997825
210,2022-11-02 04:00:00+00:00,145.03,152.17,145.0,788402,148.945,101743648,147.986421
211,2022-11-03 04:00:00+00:00,138.88,142.8,138.75,871803,142.06,105214797,140.059739
212,2022-11-04 04:00:00+00:00,138.38,142.67,134.38,1159117,142.09,149550241,137.440313
213,2022-11-07 05:00:00+00:00,138.92,139.145,135.671,715008,137.11,89935797,137.555579
214,2022-11-08 05:00:00+00:00,139.5,141.43,137.49,637314,140.41,97268373,139.5699
215,2022-11-09 05:00:00+00:00,134.87,138.55,134.5933,633364,138.5,84442456,135.881811
216,2022-11-10 05:00:00+00:00,146.87,146.87,139.5,875050,141.24,136303919,144.437593
217,2022-11-11 05:00:00+00:00,149.7,150.01,144.37,740560,145.82,103060509,148.296918
218,2022-11-14 05:00:00+00:00,148.28,150.28,147.43,576291,148.97,80885473,148.689583
219,2022-11-15 05:00:00+00:00,150.04,153.59,148.5613,703671,152.215,96306279,151.169578
220,2022-11-16 05:00:00+00:00,148.79,149.87,147.29,472251,149.13,71463063,148.675774
221,2022-11-17 05:00:00+00:00,150.72,151.48,146.15,563722,146.43,86649104,149.74874
222,2022-11-18 05:00:00+00:00,151.29,152.7,149.97,513080,152.305,84106843,151.236697
223,2022-11-21 05:00:00+00:00,148.01,150.37,147.715,504781,150.16,64466896,148.459784
224,2022-11-22 05:00:00+00:00,150.18,150.42,146.925,405189,148.13,58685320,149.297227
225,2022-11-23 05:00:00+00:00,151.07,151.83,149.34,444427,149.45,62774756,150.795588
226,2022-11-25 05:00:00+00:00,148.11,148.88,147.12,319573,148.305,38776713,148.16468
227,2022-11-28 05:00:00+00:00,144.22,146.64,143.38,614361,145.14,78281391,144.726027
228,2022-11-29 05:00:00+00:00,141.17,144.81,140.355,713286,144.29,89801206,142.010544
229,2022-11-30 05:00:00+00:00,148.03,148.72,140.55,707655,141.395,131183862,145.545224
230,2022-12-01 05:00:00+00:00,148.31,149.13,146.61,525991,148.21,78588359,148.124419
231,2022-12-02 05:00:00+00:00,147.81,148.0,145.65,463525,145.96,75015411,146.966508
232,2022-12-05 05:00:00+00:00,146.63,150.9199,145.77,586796,147.77,74981324,147.562927
233,2022-12-06 05:00:00+00:00,142.91,147.3,141.92,537311,147.075,72151911,143.724535
234,2022-12-07 05:00:00+00:00,140.94,143.37,140.0,565399,142.19,77308359,141.146463
235,2022-12-08 05:00:00+00:00,142.65,143.52,141.1,456124,142.36,68832111,142.527028
236,2022-12-09 05:00:00+00:00,142.16,145.57,140.9,529039,142.34,84840144,143.112163
237,2022-12-12 05:00:00+00:00,144.49,144.5,141.06,492716,142.7,78289096,143.146188
238,2022-12-13 05:00:00+00:00,145.47,149.9692,144.24,706528,149.5,102204603,146.540745
239,2022-12-14 05:00:00+00:00,143.21,146.655,141.16,597873,145.35,89974435,144.168254
240,2022-12-15 05:00:00+00:00,136.5,141.8,136.025,879350,141.11,110421981,137.542118
241,2022-12-16 05:00:00+00:00,134.51,137.65,133.73,818493,136.685,220048084,134.950656
242,2022-12-19 05:00:00+00:00,132.37,135.2,131.32,705822,135.11,87427188,132.475125
243,2022-12-20 05:00:00+00:00,132.3,133.25,129.89,640697,131.39,83636668,131.876276
244,2022-12-21 05:00:00+00:00,135.45,136.81,132.75,588686,132.98,95563192,135.316373
245,2022-12-22 05:00:00+00:00,132.23,134.56,130.3,643298,134.352,86659361,131.942448
246,2022-12-23 05:00:00+00:00,131.86,132.415,129.64,539021,130.92,67631560,131.184094
247,2022-12-27 05:00:00+00:00,130.03,131.41,128.72,608333,131.38,74304546,129.967146
248,2022-12-28 05:00:00+00:00,126.04,131.0275,125.87,762248,129.67,90551969,127.527464
249,2022-12-29 05:00:00+00:00,129.61,130.4814,127.73,598208,127.99,81821550,129.484435
250,2022-12-30 05:00:00+00:00,129.93,129.95,127.43,591156,128.41,85865255,128.911194
251,2023-01-03 05:00:00+00:00,125.07,130.9,124.17,1021067,130.28,124289279,125.700505
252,2023-01-04 05:00:00+00:00,126.36,128.6557,125.08,770045,126.89,95426133,126.63421
253,2023-01-05 05:00:00+00:00,125.02,127.77,124.76,665463,127.13,88344592,126.016407
254,2023-01-06 05:00:00+00:00,129.62,130.29,124.89,709888,126.01,96468673,128.305485
255,2023-01-09 05:00:00+00:00,130.15,133.41,129.89,645367,130.465,76653608,131.519543
256,2023-01-10 05:00:00+00:00,130.73,131.2636,128.12,554942,130.26,68415086,129.877902
257,2023-01-11 05:00:00+00:00,133.49,133.51,130.46,561280,131.25,77043246,132.411074
258,2023-01-12 05:00:00+00:00,133.41,134.26,131.44,635333,133.88,77698366,133.194587
259,2023-01-13 05:00:00+00:00,134.76,134.92,131.66,535781,132.03,63045132,133.747179
260,2023-01-17 05:00:00+00:00,135.94,137.29,134.13,595834,134.83,69852271,135.756749
